,year,eps_value,ticker
8,2013,$6.91,CE
9,2012,$2.33,CE
10,2011,$2.69,CE
11,2010,$2.38,CE
12,2009,$3.17,CE
0,2021,$2.28,CNC
1,2020,$3.12,CNC
2,2019,$3.14,CNC
3,2018,$2.26,CNC
4,2017,$2.34,CNC
5,2016,$1.71,CNC
6,2015,$1.44,CNC
7,2014,$1.13,CNC
8,2013,$0.74,CNC
9,2012,$0.01,CNC
10,2011,$0.53,CNC
11,2010,$0.47,CNC
12,2009,$0.47,CNC
0,2021,$2.28,CNP
1,2020,$-1.79,CNP
2,2019,$1.33,CNP
3,2018,$0.74,CNP
4,2017,$4.13,CNP
5,2016,$1.00,CNP
6,2015,$-1.61,CNP
7,2014,$1.42,CNP
8,2013,$0.72,CNP
9,2012,$0.97,CNP
10,2011,$3.17,CNP
11,2010,$1.07,CNP
12,2009,$1.01,CNP
0,2021,$-0.50,CDAY
1,2020,$-0.03,CDAY
2,2019,$0.53,CDAY
3,2018,$-0.60,CDAY
4,2017,$-0.26,CDAY
5,2016,$-1.65,CDAY
6,2015,$-1.61,CDAY
0,2021,$4.24,CF
1,2020,$1.47,CF
2,2019,$2.23,CF
3,2018,$1.24,CF
4,2017,$1.53,CF
5,2016,$-1.19,CF
6,2015,$2.96,CF
7,2014,$5.42,CF
8,2013,$4.95,CF
9,2012,$5.72,CF
10,2011,$4.40,CF
11,2010,$1.07,CF
12,2009,$1.48,CF
0,2021,$7.60,CRL
1,2020,$7.20,CRL
2,2019,$5.07,CRL
3,2018,$4.62,CRL
4,2017,$2.54,CRL
5,2016,$3.23,CRL
6,2015,$3.13,CRL
7,2014,$2.66,CRL
8,2013,$2.12,CRL
9,2012,$2.01,CRL
10,2011,$2.14,CRL
11,2010,$-5.38,CRL
12,2009,$1.74,CRL
0,2021,$2.83,SCHW
1,2020,$2.12,SCHW
2,2019,$2.67,SCHW
3,2018,$2.45,SCHW
4,2017,$1.61,SCHW
5,2016,$1.31,SCHW
6,2015,$1.03,SCHW
7,2014,$0.95,SCHW
8,2013,$0.78,SCHW
9,2012,$0.69,SCHW
10,2011,$0.70,SCHW
11,2010,$0.38,SCHW
12,2009,$0.68,SCHW
0,2021,$24.47,CHTR
1,2020,$15.40,CHTR
2,2019,$7.45,CHTR
3,2018,$5.22,CHTR
4,2017,$34.09,CHTR
5,2016,$15.94,CHTR
6,2015,$-2.68,CHTR
7,2014,$-1.88,CHTR
8,2013,$-1.83,CHTR
9,2012,$-3.37,CHTR
10,2011,$-3.75,CHTR
11,2010,$-2.31,CHTR
12,2009,$13.97,CHTR
0,2021,$8.14,CVX
1,2020,$-2.96,CVX
2,2019,$1.54,CVX
3,2018,$7.74,CVX
4,2017,$4.85,CVX
5,2016,$-0.27,CVX
6,2015,$2.45,CVX
7,2014,$10.14,CVX
8,2013,$11.09,CVX
9,2012,$13.32,CVX
10,2011,$13.44,CVX
11,2010,$9.48,CVX
12,2009,$5.24,CVX
0,2021,$22.90,CMG
1,2020,$12.52,CMG
2,2019,$12.38,CMG
3,2018,$6.31,CMG
4,2017,$6.17,CMG
5,2016,$0.77,CMG
6,2015,$15.10,CMG
7,2014,$14.13,CMG
8,2013,$10.47,CMG
9,2012,$8.75,CMG
10,2011,$6.76,CMG
11,2010,$5.64,CMG
12,2009,$3.95,CMG
0,2021,$19.27,CB
1,2020,$7.79,CB
2,2019,$9.71,CB
3,2018,$8.49,CB
4,2017,$8.19,CB
5,2016,$8.87,CB
6,2015,$8.62,CB
7,2014,$8.42,CB
8,2013,$10.92,CB
9,2012,$7.89,CB
10,2011,$4.52,CB
11,2010,$9.04,CB
12,2009,$7.55,CB
0,2021,$3.32,CHD
1,2020,$3.12,CHD
2,2019,$2.44,CHD
3,2018,$2.27,CHD
4,2017,$2.90,CHD
5,2016,$1.75,CHD
6,2015,$1.54,CHD
7,2014,$1.51,CHD
8,2013,$1.40,CHD
9,2012,$1.23,CHD
10,2011,$1.06,CHD
11,2010,$0.94,CHD
12,2009,$0.85,CHD
0,2021,$15.73,CI
1,2020,$22.96,CI
2,2019,$13.44,CI
3,2018,$10.54,CI
4,2017,$8.77,CI
5,2016,$7.19,CI
6,2015,$8.04,CI
7,2014,$7.83,CI
8,2013,$5.18,CI
9,2012,$5.61,CI
10,2011,$4.59,CI
11,2010,$4.65,CI
12,2009,$4.73,CI
0,2021,$18.10,CINF
1,2020,$7.49,CINF
2,2019,$12.10,CINF
3,2018,$1.75,CINF
4,2017,$6.29,CINF
5,2016,$3.55,CINF
6,2015,$3.83,CINF
7,2014,$3.18,CINF
8,2013,$3.12,CINF
9,2012,$2.57,CINF
10,2011,$1.01,CINF
11,2010,$2.30,CINF
12,2009,$2.65,CINF
0,2022,$11.65,CTAS
1,2021,$10.24,CTAS
2,2020,$8.11,CTAS
3,2019,$7.99,CTAS
4,2018,$7.56,CTAS
5,2017,$4.38,CTAS
6,2016,$6.21,CTAS
7,2015,$3.63,CTAS
8,2014,$3.05,CTAS
9,2013,$2.52,CTAS
10,2012,$2.27,CTAS
11,2011,$1.68,CTAS
12,2010,$1.40,CTAS
13,2009,$1.48,CTAS
0,2022,$2.82,CSCO
1,2021,$2.50,CSCO
2,2020,$2.64,CSCO
3,2019,$2.61,CSCO
4,2018,$0.02,CSCO
5,2017,$1.90,CSCO
6,2016,$2.11,CSCO
7,2015,$1.75,CSCO
8,2014,$1.49,CSCO
9,2013,$1.86,CSCO
10,2012,$1.49,CSCO
11,2011,$1.17,CSCO
12,2010,$1.33,CSCO
13,2009,$1.05,CSCO
0,2021,$10.14,C
1,2020,$4.72,C
2,2019,$8.04,C
3,2018,$6.68,C
4,2017,$-2.98,C
5,2016,$4.72,C
6,2015,$5.40,C
7,2014,$2.20,C
8,2013,$4.34,C
9,2012,$2.44,C
10,2011,$3.63,C
11,2010,$3.54,C
12,2009,$-7.99,C
0,2021,$5.16,CFG
1,2020,$2.22,CFG
2,2019,$3.81,CFG
3,2018,$3.52,CFG
4,2017,$3.25,CFG
5,2016,$1.97,CFG
6,2015,$1.55,CFG
7,2014,$1.55,CFG
8,2013,$-6.12,CFG
9,2012,$1.15,CFG
10,2011,$0.90,CFG
0,2022,$3.73,CLX
1,2021,$5.58,CLX
2,2020,$7.36,CLX
3,2019,$6.32,CLX
4,2018,$6.26,CLX
5,2017,$5.33,CLX
6,2016,$4.92,CLX
7,2015,$4.37,CLX
8,2014,$4.23,CLX
9,2013,$4.30,CLX
10,2012,$4.09,CLX
11,2011,$4.02,CLX
12,2010,$4.24,CLX
13,2009,$3.79,CLX
0,2021,$7.29,CME
1,2020,$5.87,CME
2,2019,$5.91,CME
3,2018,$5.71,CME
4,2017,$11.94,CME
5,2016,$4.53,CME
6,2015,$3.69,CME
7,2014,$3.35,CME
8,2013,$2.92,CME
9,2012,$2.70,CME
10,2011,$5.43,CME
11,2010,$2.86,CME
12,2009,$2.48,CME
0,2021,$4.66,CMS
1,2020,$2.64,CMS
2,2019,$2.39,CMS
3,2018,$2.32,CMS
4,2017,$1.64,CMS
5,2016,$1.98,CMS
6,2015,$1.89,CMS
7,2014,$1.74,CMS
8,2013,$1.66,CMS
9,2012,$1.42,CMS
10,2011,$1.58,CMS
11,2010,$1.28,CMS
12,2009,$0.91,CMS
0,2021,$2.25,KO
1,2020,$1.79,KO
2,2019,$2.07,KO
3,2018,$1.50,KO
4,2017,$0.29,KO
5,2016,$1.49,KO
6,2015,$1.67,KO
7,2014,$1.60,KO
8,2013,$1.90,KO
9,2012,$1.97,KO
10,2011,$1.85,KO
11,2010,$2.53,KO
12,2009,$1.47,KO
0,2021,$4.05,CTSH
1,2020,$2.57,CTSH
2,2019,$3.29,CTSH
3,2018,$3.60,CTSH
4,2017,$2.53,CTSH
5,2016,$2.55,CTSH
6,2015,$2.65,CTSH
7,2014,$2.35,CTSH
8,2013,$2.02,CTSH
9,2012,$1.72,CTSH
10,2011,$1.43,CTSH
11,2010,$1.19,CTSH
12,2009,$0.89,CTSH
0,2021,$2.55,CL
1,2020,$3.14,CL
2,2019,$2.75,CL
3,2018,$2.75,CL
4,2017,$2.28,CL
5,2016,$2.72,CL
6,2015,$1.52,CL
7,2014,$2.36,CL
8,2013,$2.38,CL
9,2012,$2.57,CL
10,2011,$2.47,CL
11,2010,$2.16,CL
12,2009,$2.19,CL
0,2021,$3.04,CMCSA
1,2020,$2.28,CMCSA
2,2019,$2.83,CMCSA
3,2018,$2.53,CMCSA
4,2017,$4.75,CMCSA
5,2016,$1.78,CMCSA
6,2015,$1.62,CMCSA
7,2014,$1.60,CMCSA
8,2013,$1.28,CMCSA
9,2012,$1.14,CMCSA
10,2011,$0.75,CMCSA
11,2010,$0.65,CMCSA
12,2009,$0.63,CMCSA
0,2021,$8.35,CMA
1,2020,$3.43,CMA
2,2019,$7.90,CMA
3,2018,$7.20,CMA
4,2017,$4.14,CMA
5,2016,$2.68,CMA
6,2015,$2.84,CMA
7,2014,$3.16,CMA
8,2013,$2.85,CMA
9,2012,$2.67,CMA
10,2011,$2.09,CMA
11,2010,$0.88,CMA
12,2009,$-0.79,CMA
0,2022,$1.84,CAG
1,2021,$2.66,CAG
2,2020,$1.72,CAG
3,2019,$1.52,CAG
4,2018,$1.98,CAG
5,2017,$1.46,CAG
6,2016,$-1.56,CAG
7,2015,$-0.59,CAG
8,2014,$0.70,CAG
9,2013,$1.85,CAG
10,2012,$1.12,CAG
11,2011,$1.88,CAG
12,2010,$1.37,CAG
13,2009,$2.15,CAG
0,2021,$6.07,COP
1,2020,$-2.51,COP
2,2019,$6.40,COP
3,2018,$5.32,COP
4,2017,$-0.70,COP
5,2016,$-2.91,COP
6,2015,$-3.58,COP
7,2014,$5.51,COP
8,2013,$7.38,COP
9,2012,$6.72,COP
10,2011,$8.97,COP
11,2010,$7.62,COP
12,2009,$2.94,COP
0,2021,$3.85,ED
1,2020,$3.28,ED
2,2019,$4.08,ED
3,2018,$4.42,ED
4,2017,$4.94,ED
5,2016,$4.12,ED
6,2015,$4.05,ED
7,2014,$3.71,ED
8,2013,$3.61,ED
9,2012,$3.86,ED
10,2011,$3.57,ED
11,2010,$3.47,ED
12,2009,$3.14,ED
0,2022,$-0.21,STZ
1,2021,$9.14,STZ
2,2020,$-0.06,STZ
3,2019,$15.70,STZ
4,2018,$10.28,STZ
5,2017,$6.72,STZ
6,2016,$4.64,STZ
7,2015,$3.74,STZ
8,2014,$8.79,STZ
9,2013,$1.81,STZ
10,2012,$1.92,STZ
11,2011,$2.36,STZ
12,2010,$0.41,STZ
13,2009,$-1.38,STZ
0,2021,$0.00,CEG
1,2020,$0.00,CEG
2,2019,$0.00,CEG
0,2022,$7.76,COO
1,2021,$59.16,COO
2,2020,$4.81,COO
3,2019,$9.33,COO
4,2018,$2.81,COO
5,2017,$7.52,COO
6,2016,$5.59,COO
7,2015,$4.14,COO
8,2014,$5.51,COO
9,2013,$5.96,COO
10,2012,$5.05,COO
11,2011,$3.63,COO
12,2010,$2.43,COO
13,2009,$2.21,COO
0,2022,$2.26,CPRT
1,2021,$1.95,CPRT
2,2020,$1.47,CPRT
3,2019,$1.23,CPRT
4,2018,$0.87,CPRT
5,2017,$0.83,CPRT
6,2016,$0.56,CPRT
7,2015,$0.42,CPRT
8,2014,$0.34,CPRT
9,2013,$0.35,CPRT
10,2012,$0.35,CPRT
11,2011,$0.27,CPRT
12,2010,$0.22,CPRT
13,2009,$0.21,CPRT
0,2021,$1.28,GLW
1,2020,$0.54,GLW
2,2019,$1.07,GLW
3,2018,$1.13,GLW
4,2017,$-0.66,GLW
5,2016,$3.23,GLW
6,2015,$1.00,GLW
7,2014,$1.73,GLW
8,2013,$1.34,GLW
9,2012,$1.09,GLW
10,2011,$1.78,GLW
11,2010,$2.25,GLW
12,2009,$1.28,GLW
0,2021,$2.37,CTVA
1,2020,$0.91,CTVA
2,2019,$-1.28,CTVA
3,2018,$-6.76,CTVA
4,2017,$3.89,CTVA
0,2021,$0.74,CSGP
1,2020,$0.59,CSGP
2,2019,$0.86,CSGP
3,2018,$0.65,CSGP
4,2017,$0.37,CSGP
5,2016,$0.26,CSGP
6,2015,$-0.01,CSGP
7,2014,$0.15,CSGP
8,2013,$0.11,CSGP
9,2012,$0.04,CSGP
10,2011,$0.06,CSGP
11,2010,$0.06,CSGP
12,2009,$0.09,CSGP
0,2022,$13.14,COST
1,2021,$11.27,COST
2,2020,$9.02,COST
3,2019,$8.26,COST
4,2018,$7.09,COST
5,2017,$6.08,COST
6,2016,$5.33,COST
7,2015,$5.37,COST
8,2014,$4.65,COST
9,2013,$4.63,COST
10,2012,$3.89,COST
11,2011,$3.30,COST
12,2010,$2.92,COST
13,2009,$2.47,COST
0,2021,$2.29,CTRA
1,2020,$0.50,CTRA
2,2019,$1.63,CTRA
3,2018,$1.24,CTRA
4,2017,$0.22,CTRA
5,2016,$-0.91,CTRA
6,2015,$-0.28,CTRA
7,2014,$0.25,CTRA
8,2013,$0.66,CTRA
9,2012,$0.31,CTRA
10,2011,$0.29,CTRA
11,2010,$0.25,CTRA
12,2009,$0.36,CTRA
0,2021,$2.53,CCI
1,2020,$2.35,CCI
2,2019,$1.79,CCI
3,2018,$1.23,CCI
4,2017,$0.80,CCI
5,2016,$0.95,CCI
6,2015,$4.42,CCI
7,2014,$1.04,CCI
8,2013,$0.26,CCI
9,2012,$0.64,CCI
10,2011,$0.52,CCI
11,2010,$-1.16,CCI
12,2009,$-0.47,CCI
0,2021,$1.68,CSX
1,2020,$1.20,CSX
2,2019,$1.39,CSX
3,2018,$1.28,CSX
4,2017,$2.00,CSX
5,2016,$0.60,CSX
6,2015,$0.67,CSX
7,2014,$0.64,CSX
8,2013,$0.61,CSX
9,2012,$0.60,CSX
10,2011,$0.57,CSX
11,2010,$0.45,CSX
12,2009,$0.32,CSX
0,2021,$14.61,CMI
1,2020,$12.01,CMI
2,2019,$14.48,CMI
3,2018,$13.15,CMI
4,2017,$5.97,CMI
5,2016,$8.23,CMI
6,2015,$7.84,CMI
7,2014,$9.02,CMI
8,2013,$7.91,CMI
9,2012,$8.67,CMI
10,2011,$9.55,CMI
11,2010,$5.28,CMI
12,2009,$2.16,CMI
0,2021,$5.95,CVS
1,2020,$5.46,CVS
2,2019,$5.08,CVS
3,2018,$-0.57,CVS
4,2017,$6.44,CVS
5,2016,$4.90,CVS
6,2015,$4.63,CVS
7,2014,$3.96,CVS
8,2013,$3.74,CVS
9,2012,$3.02,CVS
10,2011,$2.57,CVS
11,2010,$2.49,CVS
12,2009,$2.55,CVS
0,2022,$16.51,DHI
1,2021,$11.41,DHI
2,2020,$6.41,DHI
3,2019,$4.29,DHI
4,2018,$3.81,DHI
5,2017,$2.74,DHI
6,2016,$2.36,DHI
7,2015,$2.03,DHI
8,2014,$1.50,DHI
9,2013,$1.33,DHI
10,2012,$2.77,DHI
11,2011,$0.23,DHI
12,2010,$0.77,DHI
13,2009,$-1.73,DHI
0,2021,$8.61,DHR
1,2020,$4.89,DHR
2,2019,$4.05,DHR
3,2018,$3.74,DHR
4,2017,$3.53,DHR
5,2016,$3.65,DHR
6,2015,$4.74,DHR
7,2014,$3.63,DHR
8,2013,$3.80,DHR
9,2012,$3.36,DHR
10,2011,$3.11,DHR
11,2010,$2.64,DHR
12,2009,$1.73,DHR
0,2022,$7.39,DRI
1,2021,$4.77,DRI
2,2020,$-0.43,DRI
3,2019,$5.69,DRI
4,2018,$4.73,DRI
5,2017,$3.80,DRI
6,2016,$2.90,DRI
7,2015,$5.47,DRI
8,2014,$2.15,DRI
9,2013,$3.13,DRI
10,2012,$3.57,DRI
11,2011,$3.39,DRI
12,2010,$2.84,DRI
13,2009,$2.65,DRI
0,2021,$8.90,DVA
1,2020,$6.31,DVA
2,2019,$5.27,DVA
3,2018,$0.92,DVA
4,2017,$3.47,DVA
5,2016,$4.29,DVA
6,2015,$1.25,DVA
7,2014,$3.33,DVA
8,2013,$2.95,DVA
9,2012,$2.74,DVA
10,2011,$2.48,DVA
11,2010,$1.97,DVA
12,2009,$2.03,DVA
0,2022,$23.28,DE
1,2021,$18.99,DE
2,2020,$8.69,DE
3,2019,$10.15,DE
4,2018,$7.24,DE
5,2017,$6.68,DE
6,2016,$4.81,DE
7,2015,$5.77,DE
8,2014,$8.63,DE
9,2013,$9.09,DE
10,2012,$7.63,DE
11,2011,$6.63,DE
12,2010,$4.35,DE
13,2009,$2.06,DE
0,2021,$0.44,DAL
1,2020,$-19.49,DAL
2,2019,$7.30,DAL
3,2018,$5.67,DAL
4,2017,$4.43,DAL
5,2016,$5.55,DAL
6,2015,$5.63,DAL
7,2014,$0.78,DAL
8,2013,$12.29,DAL
9,2012,$1.19,DAL
10,2011,$1.01,DAL
11,2010,$0.70,DAL
12,2009,$-1.50,DAL
0,2021,$1.87,XRAY
1,2020,$-0.33,XRAY
2,2019,$1.14,XRAY
3,2018,$-4.51,XRAY
4,2017,$-6.76,XRAY
5,2016,$1.94,XRAY
6,2015,$1.76,XRAY
7,2014,$2.24,XRAY
8,2013,$2.16,XRAY
9,2012,$2.18,XRAY
10,2011,$1.70,XRAY
11,2010,$1.82,XRAY
12,2009,$1.83,XRAY
0,2021,$4.19,DVN
1,2020,$-7.12,DVN
2,2019,$-0.89,DVN
3,2018,$6.10,DVN
4,2017,$1.70,DVN
5,2016,$-2.09,DVN
6,2015,$-31.72,DVN
7,2014,$3.91,DVN
8,2013,$-0.06,DVN
9,2012,$-0.52,DVN
10,2011,$11.25,DVN
11,2010,$10.31,DVN
12,2009,$-5.58,DVN
0,2021,$0.39,DXCM
1,2020,$1.27,DXCM
2,2019,$0.28,DXCM
3,2018,$-0.36,DXCM
4,2017,$-0.15,DXCM
5,2016,$-0.20,DXCM
6,2015,$-0.18,DXCM
7,2014,$-0.08,DXCM
8,2013,$-0.11,DXCM
9,2012,$-0.20,DXCM
10,2011,$-0.17,DXCM
11,2010,$-0.24,DXCM
12,2009,$-0.30,DXCM
0,2021,$12.30,FANG
1,2020,$-28.59,FANG
2,2019,$1.47,FANG
3,2018,$8.06,FANG
4,2017,$4.94,FANG
5,2016,$-2.20,FANG
6,2015,$-8.74,FANG
7,2014,$3.64,FANG
8,2013,$1.29,FANG
9,2012,$0.00,FANG
10,2011,$0.00,FANG
11,2010,$0.00,FANG
0,2021,$5.94,DLR
1,2020,$1.00,DLR
2,2019,$2.35,DLR
3,2018,$1.21,DLR
4,2017,$0.99,DLR
5,2016,$2.20,DLR
6,2015,$1.56,DLR
7,2014,$0.99,DLR
8,2013,$2.12,DLR
9,2012,$1.48,DLR
10,2011,$1.32,DLR
11,2010,$0.68,DLR
12,2009,$0.61,DLR
0,2021,$17.83,DFS
1,2020,$3.60,DFS
2,2019,$9.08,DFS
3,2018,$7.79,DFS
4,2017,$5.42,DFS
5,2016,$5.77,DFS
6,2015,$5.13,DFS
7,2014,$4.90,DFS
8,2013,$4.96,DFS
9,2012,$0.00,DFS
10,2012,$4.46,DFS
11,2011,$4.06,DFS
12,2010,$1.22,DFS
13,2009,$2.38,DFS
0,2021,$3.79,DISH
1,2020,$3.02,DISH
2,2019,$2.60,DISH
3,2018,$3.00,DISH
4,2017,$4.07,DISH
5,2016,$3.15,DISH
6,2015,$1.73,DISH
7,2014,$2.04,DISH
8,2013,$1.76,DISH
9,2012,$1.41,DISH
10,2011,$3.39,DISH
11,2010,$2.20,DISH
12,2009,$1.42,DISH
0,2022,$1.72,DIS
1,2021,$1.09,DIS
2,2020,$-1.58,DIS
3,2019,$6.64,DIS
4,2018,$8.36,DIS
5,2017,$5.69,DIS
6,2016,$5.73,DIS
7,2015,$4.90,DIS
8,2014,$4.26,DIS
9,2013,$3.38,DIS
10,2012,$3.13,DIS
11,2011,$2.52,DIS
12,2010,$2.03,DIS
13,2009,$1.76,DIS
0,2022,$10.17,DG
1,2021,$10.62,DG
2,2020,$6.64,DG
3,2019,$5.97,DG
4,2018,$5.63,DG
5,2017,$4.43,DG
6,2016,$3.95,DG
7,2015,$3.49,DG
8,2014,$3.17,DG
9,2013,$2.85,DG
10,2012,$2.22,DG
11,2011,$1.82,DG
12,2010,$1.04,DG
13,2009,$0.34,DG
0,2022,$5.80,DLTR
1,2021,$5.65,DLTR
2,2020,$3.47,DLTR
3,2019,$-6.69,DLTR
4,2018,$7.21,DLTR
5,2017,$3.78,DLTR
6,2016,$1.26,DLTR
7,2015,$2.90,DLTR
8,2014,$2.72,DLTR
9,2013,$2.68,DLTR
10,2012,$2.01,DLTR
11,2011,$1.55,DLTR
12,2010,$1.19,DLTR
13,2009,$0.85,DLTR
0,2021,$3.98,D
1,2020,$-0.57,D
2,2019,$1.62,D
3,2018,$3.74,D
4,2017,$4.72,D
5,2016,$3.44,D
6,2015,$3.20,D
7,2014,$2.24,D
8,2013,$2.93,D
9,2012,$0.53,D
10,2011,$2.45,D
11,2010,$4.76,D
12,2009,$2.17,D
0,2021,$13.54,DPZ
1,2020,$12.39,DPZ
2,2019,$9.56,DPZ
3,2018,$8.35,DPZ
4,2017,$5.83,DPZ
5,2016,$4.30,DPZ
6,2015,$3.47,DPZ
7,2014,$2.86,DPZ
8,2013,$2.48,DPZ
9,2012,$1.91,DPZ
10,2011,$1.71,DPZ
11,2010,$1.45,DPZ
12,2009,$1.38,DPZ
0,2021,$7.74,DOV
1,2020,$4.70,DOV
2,2019,$4.61,DOV
3,2018,$3.75,DOV
4,2017,$5.15,DOV
5,2016,$3.25,DOV
6,2015,$5.46,DOV
7,2014,$4.59,DOV
8,2013,$5.78,DOV
9,2012,$4.41,DOV
10,2011,$4.74,DOV
11,2010,$3.70,DOV
12,2009,$1.91,DOV
0,2021,$8.38,DOW
1,2020,$1.64,DOW
2,2019,$-1.84,DOW
3,2018,$6.21,DOW
4,2017,$0.60,DOW
5,2016,$0.00,DOW
0,2021,$4.67,DTE
1,2020,$7.08,DTE
2,2019,$6.31,DTE
3,2018,$6.17,DTE
4,2017,$6.32,DTE
5,2016,$4.83,DTE
6,2015,$4.05,DTE
7,2014,$5.10,DTE
8,2013,$3.76,DTE
9,2012,$3.55,DTE
10,2011,$4.18,DTE
11,2010,$3.74,DTE
12,2009,$3.24,DTE
0,2021,$4.94,DUK
1,2020,$1.72,DUK
2,2019,$5.06,DUK
3,2018,$3.76,DUK
4,2017,$4.36,DUK
5,2016,$3.11,DUK
6,2015,$4.05,DUK
7,2014,$2.66,DUK
8,2013,$3.76,DUK
9,2012,$3.07,DUK
10,2011,$3.83,DUK
11,2010,$3.00,DUK
12,2009,$2.49,DUK
0,2021,$11.89,DD
1,2020,$-4.01,DD
2,2019,$0.67,DD
3,2018,$4.96,DD
4,2017,$2.15,DD
5,2016,$10.56,DD
6,2015,$18.45,DD
7,2014,$8.61,DD
8,2013,$11.04,DD
9,2012,$2.13,DD
10,2011,$6.15,DD
11,2010,$5.16,DD
12,2009,$0.96,DD
0,2022,$2.81,DXC
1,2021,$-0.59,DXC
2,2020,$-20.76,DXC
3,2019,$4.47,DXC
4,2018,$6.04,DXC
5,2017,$-0.88,DXC
6,2016,$1.78,DXC
7,2015,$0.01,DXC
8,2014,$6.28,DXC
9,2013,$4.92,DXC
10,2012,$-3.97,DXC
11,2011,$4.73,DXC
12,2010,$5.28,DXC
13,2009,$7.31,DXC
0,2021,$6.25,EMN
1,2020,$3.50,EMN
2,2019,$5.48,EMN
3,2018,$7.56,EMN
4,2017,$9.47,EMN
5,2016,$5.75,EMN
6,2015,$5.66,EMN
7,2014,$4.97,EMN
8,2013,$7.44,EMN
9,2012,$2.93,EMN
10,2011,$4.52,EMN
11,2010,$2.88,EMN
12,2009,$0.93,EMN
0,2021,$5.34,ETN
1,2020,$3.49,ETN
2,2019,$5.25,ETN
3,2018,$4.91,ETN
4,2017,$6.68,ETN
5,2016,$4.20,ETN
6,2015,$4.22,ETN
7,2014,$3.76,ETN
8,2013,$3.90,ETN
9,2012,$3.46,ETN
10,2011,$3.93,ETN
11,2010,$2.73,ETN
12,2009,$1.14,ETN
0,2021,$20.54,EBAY
1,2020,$7.89,EBAY
2,2019,$2.09,EBAY
3,2018,$2.55,EBAY
4,2017,$-0.95,EBAY
5,2016,$6.35,EBAY
6,2015,$1.42,EBAY
7,2014,$0.04,EBAY
8,2013,$2.18,EBAY
9,2012,$1.99,EBAY
10,2011,$2.46,EBAY
11,2010,$1.36,EBAY
12,2009,$1.83,EBAY
0,2021,$3.91,ECL
1,2020,$-4.15,ECL
2,2019,$5.33,ECL
3,2018,$4.88,ECL
4,2017,$5.12,ECL
5,2016,$4.14,ECL
6,2015,$3.32,ECL
7,2014,$3.93,ECL
8,2013,$3.16,ECL
9,2012,$2.35,ECL
10,2011,$1.91,ECL
11,2010,$2.23,ECL
12,2009,$1.74,ECL
0,2021,$2.00,EIX
1,2020,$1.98,EIX
2,2019,$3.77,EIX
3,2018,$-1.30,EIX
4,2017,$1.72,EIX
5,2016,$3.97,EIX
6,2015,$3.10,EIX
7,2014,$4.89,EIX
8,2013,$2.78,EIX
9,2012,$-0.56,EIX
10,2011,$-0.11,EIX
11,2010,$3.82,EIX
12,2009,$2.58,EIX
0,2021,$2.38,EW
1,2020,$1.30,EW
2,2019,$1.64,EW
3,2018,$1.13,EW
4,2017,$0.90,EW
5,2016,$0.87,EW
6,2015,$0.75,EW
7,2014,$1.25,EW
8,2013,$0.57,EW
9,2012,$0.41,EW
10,2011,$0.33,EW
11,2010,$0.31,EW
12,2009,$0.33,EW
0,2022,$2.76,EA
1,2021,$2.87,EA
2,2020,$10.30,EA
3,2019,$3.33,EA
4,2018,$3.34,EA
5,2017,$3.08,EA
6,2016,$3.50,EA
7,2015,$2.69,EA
8,2014,$0.03,EA
9,2013,$0.31,EA
10,2012,$0.23,EA
11,2011,$-0.84,EA
12,2010,$-2.08,EA
13,2009,$-3.40,EA
0,2021,$24.73,ELV
1,2020,$17.98,ELV
2,2019,$18.47,ELV
3,2018,$14.19,ELV
4,2017,$14.35,ELV
5,2016,$9.21,ELV
6,2015,$9.38,ELV
7,2014,$8.99,ELV
8,2013,$8.20,ELV
9,2012,$8.18,ELV
10,2011,$7.25,ELV
11,2010,$6.94,ELV
12,2009,$9.88,ELV
0,2021,$6.12,LLY
1,2020,$6.79,LLY
2,2019,$8.89,LLY
3,2018,$3.13,LLY
4,2017,$-0.19,LLY
5,2016,$2.58,LLY
6,2015,$2.26,LLY
7,2014,$2.23,LLY
8,2013,$4.32,LLY
9,2012,$3.66,LLY
10,2011,$3.90,LLY
11,2010,$4.58,LLY
12,2009,$3.94,LLY
0,2022,$5.41,EMR
1,2021,$3.82,EMR
2,2020,$3.24,EMR
3,2019,$3.71,EMR
4,2018,$3.46,EMR
5,2017,$2.35,EMR
6,2016,$2.52,EMR
7,2015,$3.99,EMR
8,2014,$3.03,EMR
9,2013,$2.76,EMR
10,2012,$2.67,EMR
11,2011,$3.27,EMR
12,2010,$2.84,EMR
13,2009,$2.27,EMR
0,2021,$1.02,ENPH
1,2020,$0.95,ENPH
2,2019,$1.23,ENPH
3,2018,$-0.12,ENPH
4,2017,$-0.54,ENPH
5,2016,$-1.34,ENPH
6,2015,$-0.49,ENPH
7,2014,$-0.19,ENPH
8,2013,$-0.62,ENPH
9,2012,$-1.24,ENPH
10,2011,$-25.73,ENPH
11,2010,$-28.96,ENPH
12,2009,$-25.92,ENPH
0,2021,$5.54,ETR
1,2020,$6.90,ETR
2,2019,$6.30,ETR
3,2018,$4.63,ETR
4,2017,$2.28,ETR
5,2016,$-3.26,ETR
6,2015,$-0.99,ETR
7,2014,$5.22,ETR
8,2013,$3.99,ETR
9,2012,$4.76,ETR
10,2011,$7.55,ETR
11,2010,$6.66,ETR
12,2009,$6.30,ETR
0,2021,$7.99,EOG
1,2020,$-1.04,EOG
2,2019,$4.71,EOG
3,2018,$5.89,EOG
