,year,eps_value,ticker
7,2014,$1.35,NWL
8,2013,$1.63,NWL
9,2012,$1.37,NWL
10,2011,$0.42,NWL
11,2010,$0.96,NWL
12,2009,$0.97,NWL
0,2021,$1.46,NEM
1,2020,$3.51,NEM
2,2019,$3.81,NEM
3,2018,$0.64,NEM
4,2017,$-0.21,NEM
5,2016,$-1.18,NEM
6,2015,$0.43,NEM
7,2014,$1.02,NEM
8,2013,$-5.09,NEM
9,2012,$3.61,NEM
10,2011,$0.73,NEM
11,2010,$4.55,NEM
